data;curs;cdx
03.11.2021;71,4783;Доллар США
02.11.2021;71,0863;Доллар США
30.10.2021;70,5200;Доллар США
29.10.2021;70,5207;Доллар США
28.10.2021;69,8104;Доллар США
27.10.2021;69,5526;Доллар США
26.10.2021;70,1345;Доллар США
23.10.2021;70,8623;Доллар США
22.10.2021;70,9904;Доллар США
21.10.2021;71,0555;Доллар США
20.10.2021;70,9674;Доллар США
19.10.2021;71,1714;Доллар США
16.10.2021;71,2371;Доллар США
15.10.2021;71,7846;Доллар США
14.10.2021;71,8577;Доллар США
13.10.2021;71,8801;Доллар США
12.10.2021;71,6373;Доллар США
09.10.2021;71,9882;Доллар США
08.10.2021;72,2854;Доллар США
07.10.2021;72,5682;Доллар США
06.10.2021;72,5686;Доллар США
05.10.2021;72,9239;Доллар США
02.10.2021;72,9215;Доллар США
01.10.2021;72,6642;Доллар США
30.09.2021;72,7608;Доллар США
29.09.2021;72,5083;Доллар США
28.09.2021;72,6613;Доллар США
25.09.2021;73,0081;Доллар США
24.09.2021;72,7245;Доллар США
23.09.2021;72,8806;Доллар США
22.09.2021;73,2067;Доллар США
21.09.2021;73,3315;Доллар США
18.09.2021;72,5602;Доллар США
17.09.2021;72,4329;Доллар США
16.09.2021;72,8520;Доллар США
15.09.2021;72,7171;Доллар США
14.09.2021;73,0841;Доллар США
11.09.2021;72,7600;Доллар США
10.09.2021;73,1290;Доллар США
09.09.2021;73,4421;Доллар США
08.09.2021;73,1909;Доллар США
07.09.2021;72,9538;Доллар США
04.09.2021;72,8545;Доллар США
03.09.2021;72,8491;Доллар США
02.09.2021;73,1912;Доллар США
01.09.2021;73,2781;Доллар США
31.08.2021;73,5744;Доллар США
28.08.2021;73,9866;Доллар США
27.08.2021;73,9908;Доллар США
26.08.2021;73,7428;Доллар США
25.08.2021;73,9465;Доллар США
24.08.2021;74,0666;Доллар США
21.08.2021;74,3640;Доллар США
20.08.2021;74,1503;Доллар США
19.08.2021;73,4633;Доллар США
18.08.2021;73,4753;Доллар США
17.08.2021;73,3920;Доллар США
14.08.2021;73,4721;Доллар США
13.08.2021;73,5671;Доллар США
12.08.2021;73,9695;Доллар США
11.08.2021;73,5962;Доллар США
10.08.2021;73,5078;Доллар США
07.08.2021;73,1304;Доллар США
06.08.2021;73,1680;Доллар США
05.08.2021;72,7857;Доллар США
04.08.2021;72,8724;Доллар США
03.08.2021;73,0156;Доллар США
31.07.2021;73,1388;Доллар США
30.07.2021;73,1904;Доллар США
29.07.2021;73,6088;Доллар США
28.07.2021;73,8471;Доллар США
27.07.2021;74,0980;Доллар США
24.07.2021;73,7663;Доллар США
23.07.2021;73,6945;Доллар США
22.07.2021;74,4947;Доллар США
21.07.2021;74,4910;Доллар США
20.07.2021;74,3463;Доллар США
17.07.2021;74,1656;Доллар США
16.07.2021;74,2197;Доллар США
15.07.2021;74,1236;Доллар США
14.07.2021;74,0589;Доллар США
13.07.2021;74,6336;Доллар США
10.07.2021;74,4675;Доллар США
09.07.2021;75,1952;Доллар США
08.07.2021;74,0580;Доллар США
07.07.2021;73,2660;Доллар США
06.07.2021;73,3540;Доллар США
03.07.2021;73,6175;Доллар США
02.07.2021;72,9086;Доллар США
01.07.2021;72,7234;Доллар США
30.06.2021;72,3723;Доллар США
29.06.2021;72,1777;Доллар США
26.06.2021;72,1694;Доллар США
25.06.2021;72,3260;Доллар США
24.06.2021;72,6671;Доллар США
23.06.2021;73,1661;Доллар США
22.06.2021;73,1987;Доллар США
19.06.2021;72,2216;Доллар США
18.06.2021;72,5048;Доллар США
17.06.2021;72,0323;Доллар США
16.06.2021;71,8318;Доллар США
12.06.2021;71,6797;Доллар США
11.06.2021;72,1974;Доллар США
10.06.2021;72,0829;Доллар США
09.06.2021;72,8256;Доллар США
08.06.2021;72,9294;Доллар США
05.06.2021;73,2721;Доллар США
04.06.2021;73,2636;Доллар США
03.06.2021;73,4979;Доллар США
02.06.2021;73,2411;Доллар США
01.06.2021;73,2965;Доллар США
29.05.2021;73,5870;Доллар США
28.05.2021;73,4580;Доллар США
27.05.2021;73,4737;Доллар США
26.05.2021;73,3963;Доллар США
25.05.2021;73,5266;Доллар США
22.05.2021;73,5803;Доллар США
21.05.2021;73,6007;Доллар США
20.05.2021;73,6778;Доллар США
19.05.2021;73,6992;Доллар США
18.05.2021;73,8537;Доллар США
15.05.2021;73,9968;Доллар США
14.05.2021;74,3566;Доллар США
13.05.2021;74,0400;Доллар США
12.05.2021;74,1567;Доллар США
08.05.2021;74,1373;Доллар США
07.05.2021;74,5770;Доллар США
06.05.2021;74,8617;Доллар США
05.05.2021;75,2567;Доллар США
01.05.2021;74,8451;Доллар США
30.04.2021;74,3823;Доллар США
29.04.2021;74,9390;Доллар США
28.04.2021;74,9578;Доллар США
27.04.2021;74,7680;Доллар США
24.04.2021;75,0893;Доллар США
23.04.2021;76,4217;Доллар США
22.04.2021;76,8198;Доллар США
21.04.2021;76,0155;Доллар США
20.04.2021;76,2491;Доллар США
17.04.2021;75,5535;Доллар США
16.04.2021;76,9808;Доллар США
15.04.2021;75,6826;Доллар США
14.04.2021;77,2535;Доллар США
13.04.2021;77,5104;Доллар США
10.04.2021;77,1657;Доллар США
09.04.2021;77,1011;Доллар США
08.04.2021;77,7730;Доллар США
07.04.2021;76,3802;Доллар США
06.04.2021;76,6052;Доллар США
03.04.2021;76,0734;Доллар США
02.04.2021;75,8073;Доллар США
01.04.2021;75,6373;Доллар США
31.03.2021;75,7023;Доллар США
30.03.2021;75,8287;Доллар США
27.03.2021;75,7576;Доллар США
26.03.2021;76,1741;Доллар США
25.03.2021;76,1535;Доллар США
24.03.2021;75,3585;Доллар США
23.03.2021;74,6085;Доллар США
20.03.2021;74,1390;Доллар США
19.03.2021;73,6582;Доллар США
18.03.2021;73,1019;Доллар США
17.03.2021;72,9619;Доллар США
16.03.2021;73,2317;Доллар США
13.03.2021;73,5081;Доллар США
12.03.2021;73,4996;Доллар США
11.03.2021;74,0393;Доллар США
10.03.2021;74,2640;Доллар США
06.03.2021;74,4275;Доллар США
05.03.2021;73,7864;Доллар США
04.03.2021;73,5187;Доллар США
03.03.2021;74,5755;Доллар США
02.03.2021;74,0448;Доллар США
27.02.2021;74,4373;Доллар США
26.02.2021;73,4747;Доллар США
25.02.2021;73,7532;Доллар США
21.02.2021;73,9833;Доллар США
20.02.2021;73,9717;Доллар США
19.02.2021;73,7755;Доллар США
18.02.2021;73,7669;Доллар США
17.02.2021;73,2895;Доллар США
16.02.2021;73,3092;Доллар США
13.02.2021;73,9378;Доллар США
12.02.2021;73,7579;Доллар США
11.02.2021;73,8526;Доллар США
10.02.2021;74,1192;Доллар США
09.02.2021;74,2602;Доллар США
06.02.2021;75,1107;Доллар США
05.02.2021;75,7293;Доллар США
04.02.2021;76,0801;Доллар США
03.02.2021;75,9051;Доллар США
02.02.2021;75,5053;Доллар США
30.01.2021;76,2527;Доллар США
29.01.2021;76,1854;Доллар США
28.01.2021;75,0400;Доллар США
27.01.2021;75,6354;Доллар США
26.01.2021;74,8569;Доллар США
23.01.2021;74,3615;Доллар США
22.01.2021;73,3694;Доллар США
21.01.2021;73,3550;Доллар США
20.01.2021;73,7243;Доллар США
19.01.2021;73,9735;Доллар США
16.01.2021;73,5453;Доллар США
15.01.2021;73,7961;Доллар США
14.01.2021;73,5264;Доллар США
13.01.2021;74,2663;Доллар США
12.01.2021;74,5157;Доллар США
01.01.2021;73,8757;Доллар США
31.12.2020;73,8757;Доллар США
30.12.2020;73,6567;Доллар США
29.12.2020;73,7175;Доллар США
26.12.2020;73,6921;Доллар США
25.12.2020;74,8392;Доллар США
24.12.2020;75,4571;Доллар США
23.12.2020;75,3498;Доллар США
22.12.2020;74,6721;Доллар США
19.12.2020;73,3155;Доллар США
18.12.2020;72,9781;Доллар США
17.12.2020;73,4201;Доллар США
16.12.2020;73,4453;Доллар США
15.12.2020;72,9272;Доллар США
12.12.2020;73,1195;Доллар США
11.12.2020;73,7124;Доллар США
10.12.2020;73,3057;Доллар США
09.12.2020;73,6618;Доллар США
08.12.2020;74,2506;Доллар США
05.12.2020;74,2529;Доллар США
04.12.2020;75,1996;Доллар США
03.12.2020;75,6151;Доллар США
02.12.2020;76,3203;Доллар США
01.12.2020;76,1999;Доллар США
28.11.2020;75,8599;Доллар США
27.11.2020;75,4518;Доллар США
26.11.2020;75,4727;Доллар США
25.11.2020;75,8146;Доллар США
24.11.2020;75,7600;Доллар США
21.11.2020;76,0120;Доллар США
20.11.2020;76,2627;Доллар США
19.11.2020;75,9268;Доллар США
18.11.2020;76,2530;Доллар США
17.11.2020;76,9197;Доллар США
14.11.2020;77,3262;Доллар США
13.11.2020;77,1148;Доллар США
12.11.2020;76,2075;Доллар США
11.11.2020;76,3978;Доллар США
10.11.2020;76,9515;Доллар США
07.11.2020;77,1875;Доллар США
06.11.2020;78,4559;Доллар США
04.11.2020;80,0006;Доллар США
03.11.2020;80,5749;Доллар США
31.10.2020;79,3323;Доллар США
30.10.2020;78,8699;Доллар США
29.10.2020;77,5520;Доллар США
28.10.2020;76,4556;Доллар США
27.10.2020;76,4443;Доллар США
24.10.2020;76,4667;Доллар США
23.10.2020;77,0809;Доллар США
22.10.2020;77,0322;Доллар США
21.10.2020;77,7780;Доллар США
20.10.2020;77,9241;Доллар США
17.10.2020;77,9644;Доллар США
16.10.2020;77,9461;Доллар США
15.10.2020;77,2759;Доллар США
14.10.2020;77,2855;Доллар США
13.10.2020;77,0239;Доллар США
10.10.2020;77,0284;Доллар США
09.10.2020;77,9157;Доллар США
08.10.2020;78,0921;Доллар США
07.10.2020;78,5119;Доллар США
06.10.2020;78,1281;Доллар США
03.10.2020;78,0915;Доллар США
02.10.2020;77,2774;Доллар США
01.10.2020;78,7847;Доллар США
30.09.2020;79,6845;Доллар США
29.09.2020;78,6713;Доллар США
26.09.2020;76,8195;Доллар США
25.09.2020;77,1780;Доллар США
24.09.2020;76,3545;Доллар США
23.09.2020;76,2711;Доллар США
22.09.2020;76,0381;Доллар США
19.09.2020;75,0319;Доллар США
18.09.2020;75,1941;Доллар США
17.09.2020;74,9278;Доллар США
16.09.2020;75,1884;Доллар США
15.09.2020;74,7148;Доллар США
12.09.2020;74,8896;Доллар США
11.09.2020;75,5274;Доллар США
10.09.2020;76,0713;Доллар США
09.09.2020;75,9645;Доллар США
08.09.2020;75,5910;Доллар США
05.09.2020;75,1823;Доллар США
04.09.2020;75,4680;Доллар США
03.09.2020;73,8588;Доллар США
02.09.2020;73,5849;Доллар США
01.09.2020;73,8039;Доллар США
29.08.2020;74,6382;Доллар США
28.08.2020;75,2354;Доллар США
27.08.2020;75,5379;Доллар США
26.08.2020;74,5126;Доллар США
25.08.2020;74,4184;Доллар США
22.08.2020;74,0999;Доллар США
21.08.2020;73,7711;Доллар США
20.08.2020;73,2392;Доллар США
19.08.2020;73,4321;Доллар США
18.08.2020;72,9676;Доллар США
15.08.2020;73,2157;Доллар США
14.08.2020;73,6067;Доллар США
13.08.2020;73,2351;Доллар США
12.08.2020;73,1522;Доллар США
11.08.2020;73,7750;Доллар США
08.08.2020;73,6376;Доллар США
07.08.2020;73,0397;Доллар США
06.08.2020;73,2806;Доллар США
05.08.2020;73,3806;Доллар США
04.08.2020;74,1586;Доллар США
01.08.2020;73,4261;Доллар США
31.07.2020;73,3633;Доллар США
30.07.2020;72,2348;Доллар США
29.07.2020;71,9196;Доллар США
28.07.2020;71,5850;Доллар США
25.07.2020;71,5974;Доллар США
24.07.2020;70,9630;Доллар США
23.07.2020;70,7881;Доллар США
22.07.2020;70,9668;Доллар США
21.07.2020;71,9628;Доллар США
18.07.2020;71,7139;Доллар США
17.07.2020;71,2310;Доллар США
16.07.2020;70,7998;Доллар США
15.07.2020;71,1275;Доллар США
14.07.2020;70,7479;Доллар США
11.07.2020;71,2298;Доллар США
10.07.2020;70,8800;Доллар США
09.07.2020;71,2379;Доллар США
08.07.2020;72,1719;Доллар США
07.07.2020;71,3409;Доллар США
04.07.2020;70,4999;Доллар США
03.07.2020;70,5198;Доллар США
02.07.2020;70,4413;Доллар США
01.07.2020;70,4413;Доллар США
30.06.2020;69,9513;Доллар США
27.06.2020;69,1284;Доллар США
26.06.2020;69,4660;Доллар США
25.06.2020;68,8376;Доллар США
24.06.2020;68,8376;Доллар США
23.06.2020;69,4835;Доллар США
20.06.2020;69,5725;Доллар США
19.06.2020;69,6180;Доллар США
18.06.2020;69,4822;Доллар США
17.06.2020;69,7524;Доллар США
16.06.2020;70,3950;Доллар США
12.06.2020;69,1219;Доллар США
11.06.2020;68,6183;Доллар США
10.06.2020;68,6745;Доллар США
09.06.2020;68,3123;Доллар США
06.06.2020;68,6319;Доллар США
05.06.2020;69,0151;Доллар США
04.06.2020;68,3413;Доллар США
03.06.2020;68,9831;Доллар США
02.06.2020;69,7114;Доллар США
30.05.2020;70,7520;Доллар США
29.05.2020;71,1012;Доллар США
28.05.2020;71,0635;Доллар США
27.05.2020;71,1408;Доллар США
26.05.2020;71,5962;Доллар США
23.05.2020;71,8804;Доллар США
22.05.2020;70,9240;Доллар США
21.05.2020;72,3381;Доллар США
20.05.2020;72,3918;Доллар США
19.05.2020;72,9798;Доллар США
16.05.2020;73,2056;Доллар США
15.05.2020;73,9298;Доллар США
14.05.2020;73,5819;Доллар США
13.05.2020;73,4326;Доллар США
09.05.2020;73,8725;Доллар США
08.05.2020;74,1169;Доллар США
07.05.2020;73,9719;Доллар США
01.05.2020;72,7263;Доллар США
30.04.2020;73,6894;Доллар США
29.04.2020;74,5706;Доллар США
28.04.2020;74,4960;Доллар США
25.04.2020;74,7163;Доллар США
24.04.2020;75,1290;Доллар США
23.04.2020;77,0416;Доллар США
22.04.2020;76,2562;Доллар США
21.04.2020;74,6657;Доллар США
18.04.2020;73,9441;Доллар США
17.04.2020;74,7119;Доллар США
16.04.2020;73,7145;Доллар США
15.04.2020;73,3150;Доллар США
14.04.2020;73,5245;Доллар США
11.04.2020;73,7515;Доллар США
10.04.2020;74,6050;Доллар США
09.04.2020;75,7499;Доллар США
08.04.2020;75,4550;Доллар США
07.04.2020;76,4074;Доллар США
28.03.2020;77,7325;Доллар США
27.03.2020;78,7223;Доллар США
26.03.2020;77,7928;Доллар США
25.03.2020;78,8493;Доллар США
24.03.2020;80,8815;Доллар США
21.03.2020;78,0443;Доллар США
20.03.2020;80,1570;Доллар США
19.03.2020;77,2131;Доллар США
18.03.2020;73,8896;Доллар США
17.03.2020;74,1262;Доллар США
14.03.2020;73,1882;Доллар США
13.03.2020;74,0274;Доллар США
12.03.2020;71,4720;Доллар США
11.03.2020;72,0208;Доллар США
07.03.2020;67,5175;Доллар США
06.03.2020;66,1854;Доллар США
05.03.2020;66,0784;Доллар США
04.03.2020;66,4437;Доллар США
03.03.2020;66,3274;Доллар США
29.02.2020;66,9909;Доллар США
28.02.2020;65,6097;Доллар США
27.02.2020;65,5177;Доллар США
26.02.2020;64,9213;Доллар США
22.02.2020;64,3008;Доллар США
21.02.2020;63,7413;Доллар США
20.02.2020;63,6873;Доллар США
19.02.2020;63,7698;Доллар США
18.02.2020;63,3085;Доллар США
15.02.2020;63,4536;Доллар США
14.02.2020;63,6016;Доллар США
13.02.2020;63,0470;Доллар США
12.02.2020;63,9490;Доллар США
11.02.2020;63,7708;Доллар США
08.02.2020;63,4720;Доллар США
07.02.2020;62,7977;Доллар США
06.02.2020;63,1742;Доллар США
05.02.2020;63,4342;Доллар США
04.02.2020;63,9091;Доллар США
01.02.2020;63,1385;Доллар США
31.01.2020;63,0359;Доллар США
30.01.2020;62,3934;Доллар США
29.01.2020;62,8299;Доллар США
28.01.2020;62,3380;Доллар США
25.01.2020;61,8031;Доллар США
24.01.2020;61,9515;Доллар США
23.01.2020;61,8343;Доллар США
22.01.2020;61,8552;Доллар США
21.01.2020;61,4654;Доллар США
18.01.2020;61,5333;Доллар США
17.01.2020;61,5694;Доллар США
16.01.2020;61,4328;Доллар США
15.01.2020;61,4140;Доллар США
14.01.2020;60,9474;Доллар США
11.01.2020;61,2632;Доллар США
10.01.2020;61,2340;Доллар США
01.01.2020;61,9057;Доллар США
31.12.2019;61,9057;Доллар США
28.12.2019;62,0315;Доллар США
27.12.2019;61,7676;Доллар США
26.12.2019;61,7164;Доллар США
25.12.2019;62,1673;Доллар США
24.12.2019;62,2499;Доллар США
21.12.2019;62,4071;Доллар США
20.12.2019;62,5283;Доллар США
19.12.2019;62,5831;Доллар США
18.12.2019;62,5326;Доллар США
17.12.2019;62,7686;Доллар США
14.12.2019;62,5544;Доллар США
13.12.2019;63,2257;Доллар США
12.12.2019;63,5653;Доллар США
11.12.2019;63,5788;Доллар США
10.12.2019;63,7244;Доллар США
07.12.2019;63,7185;Доллар США
06.12.2019;63,8135;Доллар США
05.12.2019;64,1948;Доллар США
04.12.2019;64,1401;Доллар США
03.12.2019;64,4097;Доллар США
30.11.2019;64,0817;Доллар США
29.11.2019;64,1005;Доллар США
28.11.2019;63,9722;Доллар США
27.11.2019;64,0239;Доллар США
26.11.2019;63,7637;Доллар США
23.11.2019;63,7101;Доллар США
22.11.2019;63,8430;Доллар США
21.11.2019;64,0213;Доллар США
20.11.2019;63,7730;Доллар США
19.11.2019;63,7542;Доллар США
16.11.2019;63,8881;Доллар США
15.11.2019;64,2101;Доллар США
14.11.2019;64,2009;Доллар США
13.11.2019;63,8530;Доллар США
12.11.2019;63,9121;Доллар США
09.11.2019;63,7295;Доллар США
08.11.2019;63,7298;Доллар США
07.11.2019;63,5880;Доллар США
06.11.2019;63,2480;Доллар США
02.11.2019;64,0316;Доллар США
01.11.2019;63,7748;Доллар США
31.10.2019;63,8734;Доллар США
30.10.2019;63,8320;Доллар США
29.10.2019;63,8700;Доллар США
26.10.2019;63,9966;Доллар США
25.10.2019;63,8600;Доллар США
24.10.2019;63,7997;Доллар США
23.10.2019;63,6336;Доллар США
22.10.2019;63,7606;Доллар США
19.10.2019;63,9542;Доллар США
18.10.2019;64,0144;Доллар США
17.10.2019;64,3455;Доллар США
16.10.2019;64,2548;Доллар США
15.10.2019;64,3652;Доллар США
12.10.2019;64,2237;Доллар США
11.10.2019;64,7416;Доллар США
10.10.2019;65,0976;Доллар США
09.10.2019;64,8672;Доллар США
08.10.2019;64,8259;Доллар США
05.10.2019;65,0300;Доллар США
04.10.2019;65,1312;Доллар США
03.10.2019;65,4399;Доллар США
02.10.2019;65,0670;Доллар США
01.10.2019;64,6407;Доллар США
28.09.2019;64,4156;Доллар США
27.09.2019;64,2888;Доллар США
26.09.2019;64,1873;Доллар США
25.09.2019;63,7060;Доллар США
24.09.2019;63,9453;Доллар США
21.09.2019;63,8487;Доллар США
20.09.2019;64,2199;Доллар США
19.09.2019;64,4290;Доллар США
18.09.2019;64,1213;Доллар США
17.09.2019;63,8272;Доллар США
14.09.2019;64,4711;Доллар США
13.09.2019;65,1909;Доллар США
12.09.2019;65,4321;Доллар США
11.09.2019;65,4393;Доллар США
10.09.2019;65,5698;Доллар США
07.09.2019;65,9981;Доллар США
06.09.2019;66,0528;Доллар США
05.09.2019;66,5002;Доллар США
04.09.2019;66,9072;Доллар США
03.09.2019;66,6235;Доллар США
31.08.2019;66,4897;Доллар США
30.08.2019;66,7471;Доллар США
29.08.2019;66,4127;Доллар США
28.08.2019;66,2608;Доллар США
27.08.2019;65,9735;Доллар США
24.08.2019;65,6046;Доллар США
23.08.2019;65,6196;Доллар США
22.08.2019;66,2630;Доллар США
21.08.2019;66,7840;Доллар США
20.08.2019;66,6082;Доллар США
17.08.2019;65,9961;Доллар США
16.08.2019;65,8907;Доллар США
15.08.2019;65,2032;Доллар США
14.08.2019;65,6017;Доллар США
13.08.2019;65,4287;Доллар США
10.08.2019;65,2543;Доллар США
09.08.2019;65,1299;Доллар США
08.08.2019;65,0932;Доллар США
07.08.2019;65,2030;Доллар США
06.08.2019;65,0546;Доллар США
03.08.2019;64,6423;Доллар США
02.08.2019;63,8340;Доллар США
01.08.2019;63,4172;Доллар США
31.07.2019;63,3791;Доллар США
30.07.2019;63,5210;Доллар США
27.07.2019;63,1271;Доллар США
26.07.2019;63,1572;Доллар США
25.07.2019;63,1162;Доллар США
24.07.2019;63,1290;Доллар США
23.07.2019;62,9776;Доллар США
20.07.2019;62,8666;Доллар США
19.07.2019;62,8286;Доллар США
18.07.2019;62,9451;Доллар США
17.07.2019;62,8129;Доллар США
16.07.2019;62,8280;Доллар США
13.07.2019;63,0204;Доллар США
12.07.2019;62,9944;Доллар США
11.07.2019;63,7988;Доллар США
10.07.2019;63,7660;Доллар США
09.07.2019;63,8699;Доллар США
06.07.2019;63,5841;Доллар США
05.07.2019;63,4013;Доллар США
04.07.2019;63,4951;Доллар США
03.07.2019;63,2265;Доллар США
02.07.2019;63,0541;Доллар США
29.06.2019;63,0756;Доллар США
28.06.2019;63,0452;Доллар США
27.06.2019;62,8083;Доллар США
26.06.2019;62,5229;Доллар США
25.06.2019;62,9095;Доллар США
22.06.2019;63,1295;Доллар США
21.06.2019;63,3877;Доллар США
20.06.2019;63,9794;Доллар США
19.06.2019;64,3352;Доллар США
18.06.2019;64,3187;Доллар США
15.06.2019;64,4326;Доллар США
14.06.2019;64,6314;Доллар США
12.06.2019;64,5158;Доллар США
11.06.2019;64,7919;Доллар США
08.06.2019;65,0395;Доллар США
07.06.2019;65,2340;Доллар США
06.06.2019;65,1243;Доллар США
05.06.2019;65,1614;Доллар США
04.06.2019;65,5547;Доллар США
01.06.2019;65,3834;Доллар США
31.05.2019;65,0583;Доллар США
30.05.2019;64,9084;Доллар США
29.05.2019;64,5394;Доллар США
28.05.2019;64,4636;Доллар США
25.05.2019;64,6106;Доллар США
24.05.2019;64,4913;Доллар США
23.05.2019;64,4156;Доллар США
22.05.2019;64,5372;Доллар США
21.05.2019;64,4888;Доллар США
18.05.2019;64,6327;Доллар США
17.05.2019;64,5598;Доллар США
16.05.2019;64,8489;Доллар США
15.05.2019;65,3001;Доллар США
14.05.2019;65,4703;Доллар США
09.05.2019;65,2287;Доллар США
08.05.2019;65,2166;Доллар США
07.05.2019;65,3350;Доллар США
01.05.2019;64,6314;Доллар США
30.04.2019;64,6917;Доллар США
27.04.2019;64,7053;Доллар США
26.04.2019;64,6794;Доллар США
25.04.2019;63,9798;Доллар США
24.04.2019;63,7906;Доллар США
23.04.2019;63,7860;Доллар США
20.04.2019;63,9602;Доллар США
19.04.2019;64,0688;Доллар США
18.04.2019;63,9450;Доллар США
17.04.2019;64,2422;Доллар США
16.04.2019;64,2469;Доллар США
13.04.2019;64,5171;Доллар США
12.04.2019;64,3991;Доллар США
11.04.2019;64,7373;Доллар США
10.04.2019;64,7766;Доллар США
09.04.2019;65,3498;Доллар США
06.04.2019;65,4072;Доллар США
05.04.2019;65,3281;Доллар США
04.04.2019;65,1639;Доллар США
03.04.2019;65,4726;Доллар США
02.04.2019;65,4176;Доллар США
30.03.2019;64,7347;Доллар США
29.03.2019;64,8012;Доллар США
28.03.2019;64,5925;Доллар США
27.03.2019;64,1683;Доллар США
26.03.2019;64,4993;Доллар США
23.03.2019;63,7705;Доллар США
22.03.2019;63,7420;Доллар США
21.03.2019;64,2803;Доллар США
20.03.2019;64,3167;Доллар США
19.03.2019;64,6694;Доллар США
16.03.2019;65,4201;Доллар США
15.03.2019;65,4021;Доллар США
14.03.2019;65,5890;Доллар США
13.03.2019;65,7674;Доллар США
12.03.2019;66,0763;Доллар США
08.03.2019;65,9646;Доллар США
07.03.2019;65,8430;Доллар США
06.03.2019;65,8004;Доллар США
05.03.2019;65,7956;Доллар США
02.03.2019;65,8145;Доллар США
01.03.2019;65,8895;Доллар США
28.02.2019;65,7570;Доллар США
27.02.2019;65,6182;Доллар США
26.02.2019;65,2582;Доллар США
23.02.2019;65,5149;Доллар США
22.02.2019;65,5401;Доллар США
21.02.2019;65,8568;Доллар США
20.02.2019;66,2022;Доллар США
19.02.2019;66,2470;Доллар США
16.02.2019;66,7044;Доллар США
15.02.2019;66,5429;Доллар США
14.02.2019;65,6783;Доллар США
13.02.2019;65,7147;Доллар США
12.02.2019;65,6517;Доллар США
09.02.2019;66,0628;Доллар США
08.02.2019;66,0199;Доллар США
07.02.2019;65,6686;Доллар США
06.02.2019;65,5691;Доллар США
05.02.2019;65,5859;Доллар США
02.02.2019;65,6601;Доллар США
01.02.2019;65,3577;Доллар США
31.01.2019;66,0987;Доллар США
30.01.2019;66,3412;Доллар США
29.01.2019;65,9300;Доллар США
26.01.2019;65,9170;Доллар США
25.01.2019;66,0016;Доллар США
24.01.2019;66,3318;Доллар США
23.01.2019;66,5499;Доллар США
22.01.2019;66,3634;Доллар США
19.01.2019;66,3309;Доллар США
18.01.2019;66,4438;Доллар США
17.01.2019;66,7617;Доллар США
16.01.2019;67,0820;Доллар США
15.01.2019;67,1920;Доллар США
12.01.2019;66,9167;Доллар США
11.01.2019;66,8605;Доллар США
10.01.2019;67,0795;Доллар США
30.12.2018;69,4706;Доллар США
29.12.2018;69,5218;Доллар США
28.12.2018;68,8762;Доллар США
27.12.2018;68,8865;Доллар США
26.12.2018;68,7448;Доллар США
25.12.2018;68,4073;Доллар США
22.12.2018;68,0085;Доллар США
21.12.2018;67,3710;Доллар США
20.12.2018;67,1121;Доллар США
19.12.2018;66,7454;Доллар США
18.12.2018;66,6208;Доллар США
15.12.2018;66,4337;Доллар США
14.12.2018;66,2550;Доллар США
13.12.2018;66,4225;Доллар США
12.12.2018;66,5022;Доллар США
11.12.2018;66,2416;Доллар США
08.12.2018;66,9227;Доллар США
07.12.2018;66,7377;Доллар США
06.12.2018;66,8242;Доллар США
05.12.2018;66,4467;Доллар США
04.12.2018;66,2921;Доллар США
01.12.2018;66,5335;Доллар США
30.11.2018;66,6342;Доллар США
