nominal;data;curs;cdx
10;19.10.2021;"76,6322";Турецкая лира
10;16.10.2021;"77,4409";Турецкая лира
10;15.10.2021;"78,6715";Турецкая лира
10;14.10.2021;"79,6437";Турецкая лира
10;13.10.2021;"79,6147";Турецкая лира
10;12.10.2021;"80,0104";Турецкая лира
10;09.10.2021;"80,4373";Турецкая лира
10;08.10.2021;"81,4309";Турецкая лира
10;07.10.2021;"81,3098";Турецкая лира
10;06.10.2021;"81,9308";Турецкая лира
10;05.10.2021;"82,2345";Турецкая лира
10;02.10.2021;"82,1966";Турецкая лира
10;01.10.2021;"81,7959";Турецкая лира
10;30.09.2021;"82,1766";Турецкая лира
10;29.09.2021;"81,6691";Турецкая лира
10;28.09.2021;"81,9929";Турецкая лира
10;25.09.2021;"82,8179";Турецкая лира
10;24.09.2021;"84,2109";Турецкая лира
10;23.09.2021;"84,3496";Турецкая лира
10;22.09.2021;"84,8105";Турецкая лира
10;21.09.2021;"84,3026";Турецкая лира
10;18.09.2021;"84,5168";Турецкая лира
10;17.09.2021;"85,7549";Турецкая лира
10;16.09.2021;"86,3114";Турецкая лира
10;15.09.2021;"86,0965";Турецкая лира
10;14.09.2021;"86,3674";Турецкая лира
10;11.09.2021;"86,4616";Турецкая лира
10;10.09.2021;"86,0837";Турецкая лира
10;09.09.2021;"87,4071";Турецкая лира
10;08.09.2021;"88,0736";Турецкая лира
10;07.09.2021;"87,9629";Турецкая лира
10;04.09.2021;"87,4814";Турецкая лира
10;03.09.2021;"87,9756";Турецкая лира
10;02.09.2021;"88,1981";Турецкая лира
10;01.09.2021;"88,1976";Турецкая лира
10;31.08.2021;"88,3172";Турецкая лира
10;28.08.2021;"88,2684";Турецкая лира
10;27.08.2021;"88,5174";Турецкая лира
10;26.08.2021;"87,8947";Турецкая лира
10;25.08.2021;"87,7370";Турецкая лира
10;24.08.2021;"87,3911";Турецкая лира
10;21.08.2021;"87,0457";Турецкая лира
10;20.08.2021;"86,9757";Турецкая лира
10;19.08.2021;"86,5690";Турецкая лира
10;18.08.2021;"87,2670";Турецкая лира
10;17.08.2021;"86,6719";Турецкая лира
10;14.08.2021;"85,8078";Турецкая лира
10;13.08.2021;"85,8476";Турецкая лира
10;12.08.2021;"85,7956";Турецкая лира
10;11.08.2021;"85,1138";Турецкая лира
10;10.08.2021;"84,8653";Турецкая лира
10;07.08.2021;"85,1651";Турецкая лира
10;06.08.2021;"85,7883";Турецкая лира
10;05.08.2021;"86,2022";Турецкая лира
10;04.08.2021;"87,5029";Турецкая лира
10;03.08.2021;"86,8293";Турецкая лира
10;31.07.2021;"86,9107";Турецкая лира
10;30.07.2021;"86,1165";Турецкая лира
10;29.07.2021;"86,0137";Турецкая лира
10;28.07.2021;"86,1452";Турецкая лира
10;27.07.2021;"86,1394";Турецкая лира
10;24.07.2021;"86,2169";Турецкая лира
10;23.07.2021;"86,1108";Турецкая лира
10;22.07.2021;"86,6711";Турецкая лира
10;21.07.2021;"87,0049";Турецкая лира
10;20.07.2021;"86,4985";Турецкая лира
10;17.07.2021;"87,2106";Турецкая лира
10;16.07.2021;"86,5052";Турецкая лира
10;15.07.2021;"85,9713";Турецкая лира
10;14.07.2021;"85,8763";Турецкая лира
10;13.07.2021;"86,3565";Турецкая лира
10;10.07.2021;"85,7980";Турецкая лира
10;09.07.2021;"86,2271";Турецкая лира
10;08.07.2021;"85,3645";Турецкая лира
10;07.07.2021;"84,5266";Турецкая лира
10;06.07.2021;"84,3149";Турецкая лира
10;03.07.2021;"84,6830";Турецкая лира
10;02.07.2021;"83,9255";Турецкая лира
10;01.07.2021;"83,6661";Турецкая лира
10;30.06.2021;"82,9396";Турецкая лира
10;29.06.2021;"82,4182";Турецкая лира
10;26.06.2021;"83,0192";Турецкая лира
10;25.06.2021;"83,4027";Турецкая лира
10;24.06.2021;"84,2722";Турецкая лира
10;23.06.2021;"83,5563";Турецкая лира
10;22.06.2021;"83,4088";Турецкая лира
10;19.06.2021;"83,2871";Турецкая лира
10;18.06.2021;"84,1025";Турецкая лира
10;17.06.2021;"84,4805";Турецкая лира
10;16.06.2021;"84,0512";Турецкая лира
10;12.06.2021;"86,0211";Турецкая лира
10;11.06.2021;"84,3566";Турецкая лира
10;10.06.2021;"83,9149";Турецкая лира
10;09.06.2021;"84,6475";Турецкая лира
10;08.06.2021;"84,5431";Турецкая лира
10;05.06.2021;"84,3032";Турецкая лира
10;04.06.2021;"84,9926";Турецкая лира
10;03.06.2021;"85,1360";Турецкая лира
10;02.06.2021;"86,0405";Турецкая лира
10;01.06.2021;"86,4142";Турецкая лира
10;29.05.2021;"85,9591";Турецкая лира
10;28.05.2021;"87,1491";Турецкая лира
10;27.05.2021;"86,9769";Турецкая лира
10;26.05.2021;"87,2415";Турецкая лира
10;25.05.2021;"87,5702";Турецкая лира
10;22.05.2021;"87,8896";Турецкая лира
10;21.05.2021;"87,8584";Турецкая лира
10;20.05.2021;"87,7336";Турецкая лира
10;19.05.2021;"88,4107";Турецкая лира
10;18.05.2021;"88,2330";Турецкая лира
10;15.05.2021;"87,4563";Турецкая лира
10;14.05.2021;"87,5072";Турецкая лира
10;13.05.2021;"88,9530";Турецкая лира
10;12.05.2021;"89,3422";Турецкая лира
10;08.05.2021;"89,4946";Турецкая лира
10;07.05.2021;"89,7577";Турецкая лира
10;06.05.2021;"89,6418";Турецкая лира
10;05.05.2021;"90,5823";Турецкая лира
10;01.05.2021;"90,9407";Турецкая лира
10;30.04.2021;"91,0666";Турецкая лира
10;29.04.2021;"91,4135";Турецкая лира
10;28.04.2021;"90,7161";Турецкая лира
10;27.04.2021;"89,8524";Турецкая лира
10;24.04.2021;"90,1064";Турецкая лира
10;23.04.2021;"92,3246";Турецкая лира
10;22.04.2021;"94,3164";Турецкая лира
10;21.04.2021;"93,7468";Турецкая лира
10;20.04.2021;"94,6594";Турецкая лира
10;17.04.2021;"93,5890";Турецкая лира
10;16.04.2021;"95,7770";Турецкая лира
10;15.04.2021;"93,7234";Турецкая лира
10;14.04.2021;"94,9270";Турецкая лира
10;13.04.2021;"94,5087";Турецкая лира
10;10.04.2021;"94,7074";Турецкая лира
10;09.04.2021;"94,4785";Турецкая лира
10;08.04.2021;"95,2482";Турецкая лира
10;07.04.2021;"93,7859";Турецкая лира
10;06.04.2021;"93,8456";Турецкая лира
10;03.04.2021;"94,6669";Турецкая лира
10;02.04.2021;"92,9603";Турецкая лира
10;01.04.2021;"90,8698";Турецкая лира
10;31.03.2021;"90,7234";Турецкая лира
10;30.03.2021;"93,0996";Турецкая лира
10;27.03.2021;"94,8357";Турецкая лира
10;26.03.2021;"95,7551";Турецкая лира
10;25.03.2021;"95,4651";Турецкая лира
10;24.03.2021;"97,0252";Турецкая лира
10;23.03.2021;"93,8720";Турецкая лира
1;20.03.2021;"10,2130";Турецкая лира
10;19.03.2021;"98,2463";Турецкая лира
10;18.03.2021;"97,4069";Турецкая лира
10;17.03.2021;"96,9091";Турецкая лира
10;16.03.2021;"96,8596";Турецкая лира
10;13.03.2021;"97,1584";Турецкая лира
10;12.03.2021;"98,7049";Турецкая лира
10;11.03.2021;"97,0689";Турецкая лира
10;10.03.2021;"96,6501";Турецкая лира
10;06.03.2021;"98,7692";Турецкая лира
10;05.03.2021;"98,7096";Турецкая лира
1;04.03.2021;"10,0461";Турецкая лира
1;03.03.2021;"10,2034";Турецкая лира
1;02.03.2021;"10,0675";Турецкая лира
1;27.02.2021;"10,1546";Турецкая лира
1;26.02.2021;"10,2213";Турецкая лира
1;25.02.2021;"10,3542";Турецкая лира
1;21.02.2021;"10,6260";Турецкая лира
1;20.02.2021;"10,6086";Турецкая лира
1;19.02.2021;"10,5808";Турецкая лира
1;18.02.2021;"10,5481";Турецкая лира
1;17.02.2021;"10,5729";Турецкая лира
1;16.02.2021;"10,5101";Турецкая лира
1;13.02.2021;"10,5161";Турецкая лира
1;12.02.2021;"10,4721";Турецкая лира
1;11.02.2021;"10,4512";Турецкая лира
1;10.02.2021;"10,3992";Турецкая лира
1;09.02.2021;"10,5213";Турецкая лира
1;06.02.2021;"10,5924";Турецкая лира
1;05.02.2021;"10,5856";Турецкая лира
1;04.02.2021;"10,6477";Турецкая лира
1;03.02.2021;"10,6718";Турецкая лира
1;02.02.2021;"10,4338";Турецкая лира
1;30.01.2021;"10,3836";Турецкая лира
1;29.01.2021;"10,3164";Турецкая лира
1;28.01.2021;"10,1959";Турецкая лира
1;27.01.2021;"10,1994";Турецкая лира
1;26.01.2021;"10,1409";Турецкая лира
1;23.01.2021;"10,0026";Турецкая лира
10;22.01.2021;"99,2753";Турецкая лира
10;21.01.2021;"98,5200";Турецкая лира
10;20.01.2021;"98,7864";Турецкая лира
10;19.01.2021;"98,3076";Турецкая лира
10;16.01.2021;"99,2059";Турецкая лира
10;15.01.2021;"99,6275";Турецкая лира
10;14.01.2021;"98,9122";Турецкая лира
10;13.01.2021;"99,6048";Турецкая лира
1;12.01.2021;"10,0102";Турецкая лира
10;01.01.2021;"99,9739";Турецкая лира
1;31.12.2020;"10,0887";Турецкая лира
10;30.12.2020;"99,3776";Турецкая лира
10;29.12.2020;"98,2572";Турецкая лира
10;26.12.2020;"97,3668";Турецкая лира
10;25.12.2020;"97,8188";Турецкая лира
10;24.12.2020;"98,7607";Турецкая лира
10;23.12.2020;"98,2717";Турецкая лира
10;22.12.2020;"96,8309";Турецкая лира
10;19.12.2020;"94,9880";Турецкая лира
10;18.12.2020;"94,0924";Турецкая лира
10;17.12.2020;"94,1501";Турецкая лира
10;16.12.2020;"93,5812";Турецкая лира
10;15.12.2020;"91,9115";Турецкая лира
10;12.12.2020;"91,8298";Турецкая лира
10;11.12.2020;"93,7948";Турецкая лира
10;10.12.2020;"93,7173";Турецкая лира
10;09.12.2020;"94,1690";Турецкая лира
10;08.12.2020;"94,7086";Турецкая лира
10;05.12.2020;"95,1667";Турецкая лира
10;04.12.2020;"95,3197";Турецкая лира
10;03.12.2020;"96,6130";Турецкая лира
10;02.12.2020;"96,5310";Турецкая лира
10;01.12.2020;"97,4822";Турецкая лира
10;28.11.2020;"97,0038";Турецкая лира
10;27.11.2020;"95,2470";Турецкая лира
10;26.11.2020;"94,8364";Турецкая лира
10;25.11.2020;"96,2456";Турецкая лира
10;24.11.2020;"97,4819";Турецкая лира
1;21.11.2020;"10,0149";Турецкая лира
10;20.11.2020;"99,5649";Турецкая лира
10;19.11.2020;"98,2769";Турецкая лира
10;18.11.2020;"98,5257";Турецкая лира
1;17.11.2020;"10,0530";Турецкая лира
1;14.11.2020;"10,0786";Турецкая лира
10;13.11.2020;"98,3093";Турецкая лира
10;12.11.2020;"93,8112";Турецкая лира
10;11.11.2020;"92,7428";Турецкая лира
10;10.11.2020;"93,2429";Турецкая лира
10;07.11.2020;"91,1627";Турецкая лира
10;06.11.2020;"92,6608";Турецкая лира
10;04.11.2020;"94,5868";Турецкая лира
10;03.11.2020;"95,8791";Турецкая лира
10;31.10.2020;"95,2540";Турецкая лира
10;30.10.2020;"94,9988";Турецкая лира
10;29.10.2020;"94,0104";Турецкая лира
10;28.10.2020;"93,8152";Турецкая лира
10;27.10.2020;"94,8123";Турецкая лира
10;24.10.2020;"95,9155";Турецкая лира
10;23.10.2020;"98,6964";Турецкая лира
10;22.10.2020;"98,3369";Турецкая лира
10;21.10.2020;"98,4719";Турецкая лира
10;20.10.2020;"98,7131";Турецкая лира
10;17.10.2020;"98,3468";Турецкая лира
10;16.10.2020;"98,2122";Турецкая лира
10;15.10.2020;"97,2305";Турецкая лира
10;14.10.2020;"97,7258";Турецкая лира
10;13.10.2020;"97,6073";Турецкая лира
10;10.10.2020;"97,1171";Турецкая лира
10;09.10.2020;"98,1838";Турецкая лира
10;08.10.2020;"99,6937";Турецкая лира
1;07.10.2020;"10,1035";Турецкая лира
1;06.10.2020;"10,1043";Турецкая лира
1;03.10.2020;"10,0576";Турецкая лира
1;02.10.2020;"10,0192";Турецкая лира
1;01.10.2020;"10,1077";Турецкая лира
1;30.09.2020;"10,1597";Турецкая лира
1;29.09.2020;"10,1134";Турецкая лира
1;26.09.2020;"10,1696";Турецкая лира
1;25.09.2020;"10,0161";Турецкая лира
10;24.09.2020;"99,4134";Турецкая лира
10;23.09.2020;"99,6213";Турецкая лира
1;22.09.2020;"10,0108";Турецкая лира
10;19.09.2020;"99,2709";Турецкая лира
10;18.09.2020;"99,7375";Турецкая лира
1;17.09.2020;"10,0002";Турецкая лира
1;16.09.2020;"10,0357";Турецкая лира
10;15.09.2020;"99,7274";Турецкая лира
1;12.09.2020;"10,0275";Турецкая лира
1;11.09.2020;"10,0874";Турецкая лира
1;10.09.2020;"10,1548";Турецкая лира
1;09.09.2020;"10,1536";Турецкая лира
1;08.09.2020;"10,1375";Турецкая лира
1;05.09.2020;"10,1041";Турецкая лира
1;04.09.2020;"10,1691";Турецкая лира
1;03.09.2020;"10,0139";Турецкая лира
10;02.09.2020;"99,8533";Турецкая лира
1;01.09.2020;"10,0563";Турецкая лира
1;29.08.2020;"10,1731";Турецкая лира
1;28.08.2020;"10,2842";Турецкая лира
1;27.08.2020;"10,2690";Турецкая лира
1;26.08.2020;"10,0993";Турецкая лира
1;25.08.2020;"10,1145";Турецкая лира
1;22.08.2020;"10,2188";Турецкая лира
1;21.08.2020;"10,0784";Турецкая лира
10;20.08.2020;"99,3815";Турецкая лира
10;19.08.2020;"99,3964";Турецкая лира
10;18.08.2020;"98,6889";Турецкая лира
1;15.08.2020;"9,9300";Турецкая лира
1;14.08.2020;"10,0126";Турецкая лира
1;13.08.2020;"10,0288";Турецкая лира
1;12.08.2020;"10,0177";Турецкая лира
1;11.08.2020;"10,0475";Турецкая лира
1;08.08.2020;"10,0563";Турецкая лира
1;07.08.2020;"10,2616";Турецкая лира
1;06.08.2020;"10,4363";Турецкая лира
1;05.08.2020;"10,5361";Турецкая лира
1;04.08.2020;"10,6301";Турецкая лира
1;01.08.2020;"10,5231";Турецкая лира
1;31.07.2020;"10,5090";Турецкая лира
1;30.07.2020;"10,3860";Турецкая лира
1;29.07.2020;"10,4281";Турецкая лира
1;28.07.2020;"10,4537";Турецкая лира
1;25.07.2020;"10,4578";Турецкая лира
1;24.07.2020;"10,3626";Турецкая лира
1;23.07.2020;"10,3328";Турецкая лира
1;22.07.2020;"10,3486";Турецкая лира
1;21.07.2020;"10,4939";Турецкая лира
1;18.07.2020;"10,4553";Турецкая лира
1;17.07.2020;"10,3870";Турецкая лира
1;16.07.2020;"10,3132";Турецкая лира
1;15.07.2020;"10,3604";Турецкая лира
1;14.07.2020;"10,3056";Турецкая лира
1;11.07.2020;"10,3759";Турецкая лира
1;10.07.2020;"10,3244";Турецкая лира
1;09.07.2020;"10,3773";Турецкая лира
1;08.07.2020;"10,5123";Турецкая лира
1;07.07.2020;"10,4087";Турецкая лира
1;04.07.2020;"10,2840";Турецкая лира
1;03.07.2020;"10,2869";Турецкая лира
1;02.07.2020;"10,2762";Турецкая лира
1;01.07.2020;"10,2761";Турецкая лира
1;30.06.2020;"10,2077";Турецкая лира
1;27.06.2020;"10,0847";Турецкая лира
1;26.06.2020;"10,1292";Турецкая лира
1;25.06.2020;"10,0365";Турецкая лира
1;24.06.2020;"10,0395";Турецкая лира
1;23.06.2020;"10,1350";Турецкая лира
1;20.06.2020;"10,1447";Турецкая лира
1;19.06.2020;"10,1519";Турецкая лира
1;18.06.2020;"10,1581";Турецкая лира
1;17.06.2020;"10,2112";Турецкая лира
1;16.06.2020;"10,3016";Турецкая лира
1;12.06.2020;"10,1981";Турецкая лира
1;11.06.2020;"10,1083";Турецкая лира
1;10.06.2020;"10,1109";Турецкая лира
1;09.06.2020;"10,0773";Турецкая лира
1;06.06.2020;"10,1424";Турецкая лира
1;05.06.2020;"10,2001";Турецкая лира
1;04.06.2020;"10,1585";Турецкая лира
1;03.06.2020;"10,1283";Турецкая лира
1;02.06.2020;"10,2281";Турецкая лира
1;30.05.2020;"10,3762";Турецкая лира
1;29.05.2020;"10,4645";Турецкая лира
1;28.05.2020;"10,5026";Турецкая лира
1;27.05.2020;"10,4944";Турецкая лира
1;26.05.2020;"10,5054";Турецкая лира
1;23.05.2020;"10,5590";Турецкая лира
1;22.05.2020;"10,4457";Турецкая лира
1;21.05.2020;"10,6481";Турецкая лира
1;20.05.2020;"10,5415";Турецкая лира
1;19.05.2020;"10,6207";Турецкая лира
1;16.05.2020;"10,5831";Турецкая лира
1;15.05.2020;"10,6166";Турецкая лира
1;14.05.2020;"10,5201";Турецкая лира
1;13.05.2020;"10,4465";Турецкая лира
1;09.05.2020;"10,3937";Турецкая лира
1;08.05.2020;"10,2513";Турецкая лира
1;07.05.2020;"10,3350";Турецкая лира
1;01.05.2020;"10,4119";Турецкая лира
1;30.04.2020;"10,5429";Турецкая лира
1;29.04.2020;"10,6572";Турецкая лира
1;28.04.2020;"10,6593";Турецкая лира
1;25.04.2020;"10,7096";Турецкая лира
1;24.04.2020;"10,7630";Турецкая лира
1;23.04.2020;"11,0242";Турецкая лира
1;22.04.2020;"10,9369";Турецкая лира
1;21.04.2020;"10,8409";Турецкая лира
1;18.04.2020;"10,6413";Турецкая лира
1;17.04.2020;"10,8067";Турецкая лира
1;16.04.2020;"10,7526";Турецкая лира
1;15.04.2020;"10,8118";Турецкая лира
1;14.04.2020;"10,8621";Турецкая лира
1;11.04.2020;"11,0355";Турецкая лира
1;10.04.2020;"11,0271";Турецкая лира
1;09.04.2020;"11,1564";Турецкая лира
1;08.04.2020;"11,2234";Турецкая лира
1;07.04.2020;"11,2795";Турецкая лира
1;28.03.2020;"12,0661";Турецкая лира
1;27.03.2020;"12,1509";Турецкая лира
1;26.03.2020;"12,1447";Турецкая лира
1;25.03.2020;"12,1064";Турецкая лира
1;24.03.2020;"12,2672";Турецкая лира
1;21.03.2020;"12,0242";Турецкая лира
1;20.03.2020;"12,2984";Турецкая лира
1;19.03.2020;"11,9692";Турецкая лира
1;18.03.2020;"11,4725";Турецкая лира
1;17.03.2020;"11,6424";Турецкая лира
1;14.03.2020;"11,6275";Турецкая лира
1;13.03.2020;"11,8712";Турецкая лира
1;12.03.2020;"11,6366";Турецкая лира
1;11.03.2020;"11,7506";Турецкая лира
1;07.03.2020;"11,0945";Турецкая лира
1;06.03.2020;"10,8740";Турецкая лира
1;05.03.2020;"10,8229";Турецкая лира
1;04.03.2020;"10,6888";Турецкая лира
1;03.03.2020;"10,6689";Турецкая лира
1;29.02.2020;"10,7490";Турецкая лира
1;28.02.2020;"10,6511";Турецкая лира
1;27.02.2020;"10,6599";Турецкая лира
1;26.02.2020;"10,5952";Турецкая лира
1;22.02.2020;"10,5196";Турецкая лира
1;21.02.2020;"10,4619";Турецкая лира
1;20.02.2020;"10,4942";Турецкая лира
1;19.02.2020;"10,5085";Турецкая лира
1;18.02.2020;"10,4755";Турецкая лира
1;15.02.2020;"10,4737";Турецкая лира
1;14.02.2020;"10,5064";Турецкая лира
1;13.02.2020;"10,4504";Турецкая лира
1;12.02.2020;"10,6009";Турецкая лира
1;11.02.2020;"10,6512";Турецкая лира
1;08.02.2020;"10,5990";Турецкая лира
1;07.02.2020;"10,4869";Турецкая лира
1;06.02.2020;"10,5563";Турецкая лира
1;05.02.2020;"10,6067";Турецкая лира
1;04.02.2020;"10,6809";Турецкая лира
1;01.02.2020;"10,5572";Турецкая лира
1;31.01.2020;"10,5425";Турецкая лира
1;30.01.2020;"10,4972";Турецкая лира
1;29.01.2020;"10,5735";Турецкая лира
1;28.01.2020;"10,4879";Турецкая лира
1;25.01.2020;"10,4142";Турецкая лира
1;24.01.2020;"10,4671";Турецкая лира
1;23.01.2020;"10,4168";Турецкая лира
1;22.01.2020;"10,4274";Турецкая лира
1;21.01.2020;"10,4187";Турецкая лира
1;18.01.2020;"10,4945";Турецкая лира
1;17.01.2020;"10,4562";Турецкая лира
1;16.01.2020;"10,4155";Турецкая лира
1;15.01.2020;"10,4169";Турецкая лира
1;14.01.2020;"10,3963";Турецкая лира
1;11.01.2020;"10,3959";Турецкая лира
1;10.01.2020;"10,3947";Турецкая лира
1;01.01.2020;"10,4148";Турецкая лира
1;31.12.2019;"10,4087";Турецкая лира
1;28.12.2019;"10,4469";Турецкая лира
1;27.12.2019;"10,4007";Турецкая лира
1;26.12.2019;"10,3882";Турецкая лира
1;25.12.2019;"10,4525";Турецкая лира
1;24.12.2019;"10,4932";Турецкая лира
1;21.12.2019;"10,5498";Турецкая лира
1;20.12.2019;"10,5277";Турецкая лира
1;19.12.2019;"10,6118";Турецкая лира
1;18.12.2019;"10,6614";Турецкая лира
1;17.12.2019;"10,7414";Турецкая лира
1;14.12.2019;"10,8160";Турецкая лира
1;13.12.2019;"10,9027";Турецкая лира
1;12.12.2019;"10,9448";Турецкая лира
1;11.12.2019;"10,9394";Турецкая лира
1;10.12.2019;"10,9856";Турецкая лира
1;07.12.2019;"11,0707";Турецкая лира
1;06.12.2019;"11,1005";Турецкая лира
1;05.12.2019;"11,1674";Турецкая лира
1;04.12.2019;"11,1523";Турецкая лира
1;03.12.2019;"11,2155";Турецкая лира
1;30.11.2019;"11,1388";Турецкая лира
1;29.11.2019;"11,1168";Турецкая лира
1;28.11.2019;"11,1065";Турецкая лира
1;27.11.2019;"11,1375";Турецкая лира
1;26.11.2019;"11,1308";Турецкая лира
1;23.11.2019;"11,1729";Турецкая лира
1;22.11.2019;"11,1897";Турецкая лира
1;21.11.2019;"11,2210";Турецкая лира
1;20.11.2019;"11,1316";Турецкая лира
1;19.11.2019;"11,1111";Турецкая лира
1;16.11.2019;"11,0759";Турецкая лира
1;15.11.2019;"11,1129";Турецкая лира
1;14.11.2019;"11,1354";Турецкая лира
1;13.11.2019;"11,0474";Турецкая лира
1;12.11.2019;"11,0508";Турецкая лира
1;09.11.2019;"11,0688";Турецкая лира
1;08.11.2019;"11,0890";Турецкая лира
1;07.11.2019;"11,0361";Турецкая лира
1;06.11.2019;"11,0336";Турецкая лира
1;02.11.2019;"11,1781";Турецкая лира
1;01.11.2019;"11,1651";Турецкая лира
1;31.10.2019;"11,1239";Турецкая лира
1;30.10.2019;"11,1239";Турецкая лира
1;29.10.2019;"11,1169";Турецкая лира
1;26.10.2019;"11,0842";Турецкая лира
1;25.10.2019;"11,1129";Турецкая лира
1;24.10.2019;"11,0300";Турецкая лира
1;23.10.2019;"10,8930";Турецкая лира
1;22.10.2019;"10,9451";Турецкая лира
1;19.10.2019;"11,0588";Турецкая лира
1;18.10.2019;"10,8646";Турецкая лира
1;17.10.2019;"10,9171";Турецкая лира
1;16.10.2019;"10,8741";Турецкая лира
1;15.10.2019;"10,8810";Турецкая лира
1;12.10.2019;"11,0095";Турецкая лира
1;11.10.2019;"11,0358";Турецкая лира
1;10.10.2019;"11,1618";Турецкая лира
1;09.10.2019;"11,1546";Турецкая лира
1;08.10.2019;"11,2815";Турецкая лира
1;05.10.2019;"11,4030";Турецкая лира
1;04.10.2019;"11,4287";Турецкая лира
1;03.10.2019;"11,3981";Турецкая лира
1;02.10.2019;"11,4498";Турецкая лира
1;01.10.2019;"11,4307";Турецкая лира
1;28.09.2019;"11,3442";Турецкая лира
1;27.09.2019;"11,3101";Турецкая лира
1;26.09.2019;"11,2546";Турецкая лира
1;25.09.2019;"11,1985";Турецкая лира
1;24.09.2019;"11,1588";Турецкая лира
1;21.09.2019;"11,1856";Турецкая лира
1;20.09.2019;"11,2607";Турецкая лира
1;19.09.2019;"11,3224";Турецкая лира
1;18.09.2019;"11,1934";Турецкая лира
1;17.09.2019;"11,1539";Турецкая лира
1;14.09.2019;"11,3543";Турецкая лира
1;13.09.2019;"11,3356";Турецкая лира
