nominal;data;curs;cdx
1;30.11.2021;"43,1973";Болгарский лев
1;27.11.2021;"43,5536";Болгарский лев
1;26.11.2021;"42,7951";Болгарский лев
1;25.11.2021;"42,7453";Болгарский лев
1;24.11.2021;"43,0667";Болгарский лев
1;23.11.2021;"42,3322";Болгарский лев
1;20.11.2021;"42,1734";Болгарский лев
1;19.11.2021;"42,0858";Болгарский лев
1;18.11.2021;"42,1428";Болгарский лев
1;17.11.2021;"42,1907";Болгарский лев
1;16.11.2021;"42,3091";Болгарский лев
1;13.11.2021;"42,0247";Болгарский лев
1;12.11.2021;"41,7256";Болгарский лев
1;11.11.2021;"41,8239";Болгарский лев
1;10.11.2021;"42,2214";Болгарский лев
1;09.11.2021;"42,1772";Болгарский лев
1;04.11.2021;"42,3530";Болгарский лев
1;03.11.2021;"42,4103";Болгарский лев
1;02.11.2021;"42,0505";Болгарский лев
1;30.10.2021;"42,0488";Болгарский лев
1;29.10.2021;"41,8173";Болгарский лев
1;28.10.2021;"41,3961";Болгарский лев
1;27.10.2021;"41,2800";Болгарский лев
1;26.10.2021;"41,7965";Болгарский лев
1;23.10.2021;"42,1799";Болгарский лев
1;22.10.2021;"42,2336";Болгарский лев
1;21.10.2021;"42,2446";Болгарский лев
1;20.10.2021;"42,2727";Болгарский лев
1;19.10.2021;"42,1607";Болгарский лев
1;16.10.2021;"42,2973";Болгарский лев
1;15.10.2021;"42,6300";Болгарский лев
1;14.10.2021;"42,4591";Болгарский лев
1;13.10.2021;"42,4899";Болгарский лев
1;12.10.2021;"42,3614";Болгарский лев
1;09.10.2021;"42,5035";Болгарский лев
1;08.10.2021;"42,7421";Болгарский лев
1;07.10.2021;"42,8839";Болгарский лев
1;06.10.2021;"43,0444";Болгарский лев
1;05.10.2021;"43,2963";Болгарский лев
1;02.10.2021;"43,1769";Болгарский лев
1;01.10.2021;"43,1088";Болгарский лев
1;30.09.2021;"43,3978";Болгарский лев
1;29.09.2021;"43,2963";Болгарский лев
1;28.09.2021;"43,4421";Болгарский лев
1;25.09.2021;"43,8014";Болгарский лев
1;24.09.2021;"43,6050";Болгарский лев
1;23.09.2021;"43,6855";Болгарский лев
1;22.09.2021;"43,9021";Болгарский лев
1;21.09.2021;"43,9006";Болгарский лев
1;18.09.2021;"43,6925";Болгарский лев
1;17.09.2021;"43,6185";Болгарский лев
1;16.09.2021;"44,0167";Болгарский лев
1;15.09.2021;"43,9591";Болгарский лев
1;14.09.2021;"44,0425";Болгарский лев
1;11.09.2021;"44,0783";Болгарский лев
1;10.09.2021;"44,2321";Болгарский лев
1;09.09.2021;"44,3866";Болгарский лев
1;08.09.2021;"44,3958";Болгарский лев
1;07.09.2021;"44,3300";Болгарский лев
1;04.09.2021;"44,2535";Болгарский лев
1;03.09.2021;"44,1269";Болгарский лев
1;02.09.2021;"44,1842";Болгарский лев
1;01.09.2021;"44,3089";Болгарский лев
1;31.08.2021;"44,3995";Болгарский лев
1;28.08.2021;"44,4578";Болгарский лев
1;27.08.2021;"44,4843";Болгарский лев
1;26.08.2021;"44,3246";Болгарский лев
1;25.08.2021;"44,3590";Болгарский лев
1;24.08.2021;"44,3965";Болгарский лев
1;21.08.2021;"44,3964";Болгарский лев
1;20.08.2021;"44,3324";Болгарский лев
1;19.08.2021;"44,0295";Болгарский лев
1;18.08.2021;"44,2622";Болгарский лев
1;17.08.2021;"44,2280";Болгарский лев
1;14.08.2021;"44,0903";Болгарский лев
1;13.08.2021;"44,1553";Болгарский лев
1;12.08.2021;"44,3064";Болгарский лев
1;11.08.2021;"44,1595";Болгарский лев
1;10.08.2021;"44,2019";Болгарский лев
1;07.08.2021;"44,1635";Болгарский лев
1;06.08.2021;"44,2825";Болгарский лев
1;05.08.2021;"44,1072";Болгарский лев
1;04.08.2021;"44,2590";Болгарский лев
1;03.08.2021;"44,3702";Болгарский лев
1;31.07.2021;"44,4856";Болгарский лев
1;30.07.2021;"44,4224";Болгарский лев
1;29.07.2021;"44,4283";Болгарский лев
1;28.07.2021;"44,4567";Болгарский лев
1;27.07.2021;"44,6024";Болгарский лев
1;24.07.2021;"44,4268";Болгарский лев
1;23.07.2021;"44,3996";Болгарский лев
1;22.07.2021;"44,8035";Болгарский лев
1;21.07.2021;"44,9201";Болгарский лев
1;20.07.2021;"44,7842";Болгарский лев
1;17.07.2021;"44,7698";Болгарский лев
1;16.07.2021;"44,9489";Болгарский лев
1;15.07.2021;"44,7012";Болгарский лев
1;14.07.2021;"44,8706";Болгарский лев
1;13.07.2021;"45,3231";Болгарский лев
1;10.07.2021;"45,0799";Болгарский лев
1;09.07.2021;"45,4132";Болгарский лев
1;08.07.2021;"44,7751";Болгарский лев
1;07.07.2021;"44,3848";Болгарский лев
1;06.07.2021;"44,5136";Болгарский лев
1;03.07.2021;"44,5330";Болгарский лев
1;02.07.2021;"44,1469";Болгарский лев
1;01.07.2021;"44,2195";Болгарский лев
1;30.06.2021;"44,0516";Болгарский лев
1;29.06.2021;"44,0188";Болгарский лев
1;26.06.2021;"44,0622";Болгарский лев
1;25.06.2021;"44,1497";Болгарский лев
1;24.06.2021;"44,3660";Болгарский лев
1;23.06.2021;"44,4941";Болгарский лев
1;22.06.2021;"44,4788";Болгарский лев
1;19.06.2021;"44,0295";Болгарский лев
1;18.06.2021;"44,3210";Болгарский лев
1;17.06.2021;"44,6601";Болгарский лев
1;16.06.2021;"44,5939";Болгарский лев
1;12.06.2021;"44,6019";Болгарский лев
1;11.06.2021;"44,9101";Болгарский лев
1;10.06.2021;"44,9227";Болгарский лев
1;09.06.2021;"45,3177";Болгарский лев
1;08.06.2021;"45,3316";Болгарский лев
1;05.06.2021;"45,3669";Болгарский лев
1;04.06.2021;"45,6499";Болгарский лев
1;03.06.2021;"45,8131";Болгарский лев
1;02.06.2021;"45,7557";Болгарский лев
1;01.06.2021;"45,6989";Болгарский лев
1;29.05.2021;"45,8886";Болгарский лев
1;28.05.2021;"45,8625";Болгарский лев
1;27.05.2021;"46,0016";Болгарский лев
1;26.05.2021;"45,9761";Болгарский лев
1;25.05.2021;"45,7853";Болгарский лев
1;22.05.2021;"45,9647";Болгарский лев
1;21.05.2021;"45,9143";Болгарский лев
1;20.05.2021;"46,0170";Болгарский лев
1;19.05.2021;"46,0189";Болгарский лев
1;18.05.2021;"45,8292";Болгарский лев
1;15.05.2021;"45,8696";Болгарский лев
1;14.05.2021;"45,9303";Болгарский лев
1;13.05.2021;"45,9391";Болгарский лев
1;12.05.2021;"46,0400";Болгарский лев
1;08.05.2021;"45,7864";Болгарский лев
1;07.05.2021;"45,8794";Болгарский лев
1;06.05.2021;"45,8880";Болгарский лев
1;05.05.2021;"46,2464";Болгарский лев
1;01.05.2021;"46,2950";Болгарский лев
1;30.04.2021;"46,0714";Болгарский лев
1;29.04.2021;"46,2644";Болгарский лев
1;28.04.2021;"46,2331";Болгарский лев
1;27.04.2021;"46,2387";Болгарский лев
1;24.04.2021;"46,2971";Болгарский лев
1;23.04.2021;"47,0403";Болгарский лев
1;22.04.2021;"47,1779";Болгарский лев
1;21.04.2021;"46,9029";Болгарский лев
1;20.04.2021;"46,8735";Болгарский лев
1;17.04.2021;"46,2865";Болгарский лев
1;16.04.2021;"47,1378";Болгарский лев
1;15.04.2021;"46,3032";Болгарский лев
1;14.04.2021;"46,9969";Болгарский лев
1;13.04.2021;"47,0730";Болгарский лев
1;10.04.2021;"46,9064";Болгарский лев
1;09.04.2021;"46,8358";Болгарский лев
1;08.04.2021;"47,1895";Болгарский лев
1;07.04.2021;"46,1066";Болгарский лев
1;06.04.2021;"46,0451";Болгарский лев
1;03.04.2021;"45,8191";Болгарский лев
1;02.04.2021;"45,4917";Болгарский лев
1;01.04.2021;"45,4114";Болгарский лев
1;31.03.2021;"45,4314";Болгарский лев
1;30.03.2021;"45,6469";Болгарский лев
1;27.03.2021;"45,6289";Болгарский лев
1;26.03.2021;"45,9933";Болгарский лев
1;25.03.2021;"46,0003";Болгарский лев
1;24.03.2021;"45,8162";Болгарский лев
1;23.03.2021;"45,3630";Болгарский лев
1;20.03.2021;"45,2067";Болгарский лев
1;19.03.2021;"45,0123";Болгарский лев
1;18.03.2021;"44,4470";Болгарский лев
1;17.03.2021;"44,4917";Болгарский лев
1;16.03.2021;"44,6725";Болгарский лев
1;13.03.2021;"44,8795";Болгарский лев
1;12.03.2021;"44,9237";Болгарский лев
1;11.03.2021;"44,9486";Болгарский лев
1;10.03.2021;"45,1124";Болгарский лев
1;06.03.2021;"45,3909";Болгарский лев
1;05.03.2021;"45,4322";Болгарский лев
1;04.03.2021;"45,4071";Болгарский лев
1;03.03.2021;"45,7827";Болгарский лев
1;02.03.2021;"45,6616";Болгарский лев
1;27.02.2021;"46,2631";Болгарский лев
1;26.02.2021;"45,8186";Болгарский лев
1;25.02.2021;"45,8636";Болгарский лев
1;21.02.2021;"45,8385";Болгарский лев
1;20.02.2021;"45,8256";Болгарский лев
1;19.02.2021;"45,4703";Болгарский лев
1;18.02.2021;"45,5492";Болгарский лев
1;17.02.2021;"45,4988";Болгарский лев
1;16.02.2021;"45,4913";Болгарский лев
1;13.02.2021;"45,7734";Болгарский лев
1;12.02.2021;"45,7215";Болгарский лев
1;11.02.2021;"45,8057";Болгарский лев
1;10.02.2021;"45,7328";Болгарский лев
1;09.02.2021;"45,6789";Болгарский лев
1;06.02.2021;"45,9983";Болгарский лев
1;05.02.2021;"46,4483";Болгарский лев
1;04.02.2021;"46,8301";Болгарский лев
1;03.02.2021;"46,8608";Болгарский лев
1;02.02.2021;"46,7612";Болгарский лев
1;30.01.2021;"47,2007";Болгарский лев
1;29.01.2021;"47,1503";Болгарский лев
1;28.01.2021;"46,6029";Болгарский лев
1;27.01.2021;"46,8882";Болгарский лев
1;26.01.2021;"46,6050";Болгарский лев
1;23.01.2021;"46,2246";Болгарский лев
1;22.01.2021;"45,4638";Болгарский лев
1;21.01.2021;"45,5423";Болгарский лев
1;20.01.2021;"45,6667";Болгарский лев
1;19.01.2021;"45,6542";Болгарский лев
1;16.01.2021;"45,5784";Болгарский лев
1;15.01.2021;"45,8361";Болгарский лев
1;14.01.2021;"45,8508";Болгарский лев
1;13.01.2021;"46,1712";Болгарский лев
1;12.01.2021;"46,4591";Болгарский лев
1;01.01.2021;"46,4218";Болгарский лев
1;31.12.2020;"46,3083";Болгарский лев
1;30.12.2020;"46,1653";Болгарский лев
1;29.12.2020;"46,0044";Болгарский лев
1;26.12.2020;"45,9398";Болгарский лев
1;25.12.2020;"46,7044";Болгарский лев
1;24.12.2020;"46,9816";Болгарский лев
1;23.12.2020;"47,0260";Болгарский лев
1;22.12.2020;"46,5682";Болгарский лев
1;19.12.2020;"45,9601";Болгарский лев
1;18.12.2020;"45,6541";Болгарский лев
1;17.12.2020;"45,6820";Болгарский лев
1;16.12.2020;"45,5955";Болгарский лев
1;15.12.2020;"45,3105";Болгарский лев
1;12.12.2020;"45,3089";Болгарский лев
1;11.12.2020;"45,5774";Болгарский лев
1;10.12.2020;"45,4694";Болгарский лев
1;09.12.2020;"45,6195";Болгарский лев
1;08.12.2020;"45,9244";Болгарский лев
1;05.12.2020;"46,1628";Болгарский лев
1;04.12.2020;"46,6267";Болгарский лев
1;03.12.2020;"46,5897";Болгарский лев
1;02.12.2020;"46,7134";Болгарский лев
1;01.12.2020;"46,6568";Болгарский лев
1;28.11.2020;"46,2476";Болгарский лев
1;27.11.2020;"46,0128";Болгарский лев
1;26.11.2020;"45,9891";Болгарский лев
1;25.11.2020;"46,0375";Болгарский лев
1;24.11.2020;"45,9569";Болгарский лев
1;21.11.2020;"46,1322";Болгарский лев
1;20.11.2020;"46,1499";Болгарский лев
1;19.11.2020;"46,1449";Болгарский лев
1;18.11.2020;"46,2448";Болгарский лев
1;17.11.2020;"46,6434";Болгарский лев
1;14.11.2020;"46,7002";Болгарский лев
1;13.11.2020;"46,4771";Болгарский лев
1;12.11.2020;"45,9469";Болгарский лев
1;11.11.2020;"46,2316";Болгарский лев
1;10.11.2020;"46,7506";Болгарский лев
1;07.11.2020;"46,7293";Болгарский лев
1;06.11.2020;"47,1773";Болгарский лев
1;04.11.2020;"47,8101";Болгарский лев
1;03.11.2020;"47,9156";Болгарский лев
1;31.10.2020;"47,3371";Болгарский лев
1;30.10.2020;"47,3153";Болгарский лев
1;29.10.2020;"46,6030";Болгарский лев
1;28.10.2020;"46,1382";Болгарский лев
1;27.10.2020;"46,1983";Болгарский лев
1;24.10.2020;"46,3014";Болгарский лев
1;23.10.2020;"46,7100";Болгарский лев
1;22.10.2020;"46,6947";Болгарский лев
1;21.10.2020;"46,8599";Болгарский лев
1;20.10.2020;"46,7535";Болгарский лев
1;17.10.2020;"46,6965";Болгарский лев
1;16.10.2020;"46,6939";Болгарский лев
1;15.10.2020;"46,4036";Болгарский лев
1;14.10.2020;"46,5856";Болгарский лев
1;13.10.2020;"46,5148";Болгарский лев
1;10.10.2020;"46,4418";Болгарский лев
1;09.10.2020;"46,8553";Болгарский лев
1;08.10.2020;"46,9445";Болгарский лев
1;07.10.2020;"47,2479";Болгарский лев
1;06.10.2020;"46,9041";Болгарский лев
1;03.10.2020;"46,8174";Болгарский лев
1;02.10.2020;"46,3655";Болгарский лев
1;01.10.2020;"47,2274";Болгарский лев
1;30.09.2020;"47,5785";Болгарский лев
1;29.09.2020;"46,8087";Болгарский лев
1;26.09.2020;"45,7722";Болгарский лев
1;25.09.2020;"46,0105";Болгарский лев
1;24.09.2020;"45,6120";Болгарский лев
1;23.09.2020;"45,7892";Болгарский лев
1;22.09.2020;"45,9306";Болгарский лев
1;19.09.2020;"45,4821";Болгарский лев
1;18.09.2020;"45,3961";Болгарский лев
1;17.09.2020;"45,4631";Болгарский лев
1;16.09.2020;"45,6878";Болгарский лев
1;15.09.2020;"45,3174";Болгарский лев
1;12.09.2020;"45,3382";Болгарский лев
1;11.09.2020;"45,6883";Болгарский лев
1;10.09.2020;"45,7985";Болгарский лев
1;09.09.2020;"45,8945";Болгарский лев
1;08.09.2020;"45,5999";Болгарский лев
1;05.09.2020;"45,5264";Болгарский лев
1;04.09.2020;"45,6165";Болгарский лев
1;03.09.2020;"44,8036";Болгарский лев
1;02.09.2020;"45,0667";Болгарский лев
1;01.09.2020;"44,8520";Болгарский лев
1;29.08.2020;"45,4446";Болгарский лев
1;28.08.2020;"45,5337";Болгарский лев
1;27.08.2020;"45,6312";Болгарский лев
1;26.08.2020;"45,0309";Болгарский лев
1;25.08.2020;"44,9549";Болгарский лев
1;22.08.2020;"44,7679";Болгарский лев
1;21.08.2020;"44,5585";Болгарский лев
1;20.08.2020;"44,6935";Болгарский лев
1;19.08.2020;"44,6287";Болгарский лев
1;18.08.2020;"44,1479";Болгарский лев
1;15.08.2020;"44,1964";Болгарский лев
1;14.08.2020;"44,5130";Болгарский лев
1;13.08.2020;"44,0247";Болгарский лев
1;12.08.2020;"44,0278";Болгарский лев
1;11.08.2020;"44,3893";Болгарский лев
1;08.08.2020;"44,5425";Болгарский лев
1;07.08.2020;"44,2692";Болгарский лев
1;06.08.2020;"44,2382";Болгарский лев
1;05.08.2020;"44,2078";Болгарский лев
1;04.08.2020;"44,6362";Болгарский лев
1;01.08.2020;"44,5547";Болгарский лев
1;31.07.2020;"44,0726";Болгарский лев
1;30.07.2020;"43,4103";Болгарский лев
1;29.07.2020;"43,0476";Болгарский лев
1;28.07.2020;"42,8627";Болгарский лев
1;25.07.2020;"42,4885";Болгарский лев
1;24.07.2020;"42,0322";Болгарский лев
1;23.07.2020;"41,6793";Болгарский лев
1;22.07.2020;"41,4841";Болгарский лев
1;21.07.2020;"42,1476";Болгарский лев
1;18.07.2020;"41,7962";Болгарский лев
1;17.07.2020;"41,5438";Болгарский лев
1;16.07.2020;"41,4203";Болгарский лев
1;15.07.2020;"41,2309";Болгарский лев
1;14.07.2020;"40,8971";Болгарский лев
1;11.07.2020;"41,1139";Болгарский лев
1;10.07.2020;"41,0827";Болгарский лев
1;09.07.2020;"41,1091";Болгарский лев
1;08.07.2020;"41,6024";Болгарский лев
1;07.07.2020;"41,1661";Болгарский лев
1;04.07.2020;"40,5125";Болгарский лев
1;03.07.2020;"40,7182";Болгарский лев
1;02.07.2020;"40,4858";Болгарский лев
1;01.07.2020;"40,4301";Болгарский лев
1;30.06.2020;"40,2273";Болгарский лев
1;27.06.2020;"39,6834";Болгарский лев
1;26.06.2020;"39,9230";Болгарский лев
1;25.06.2020;"39,7560";Болгарский лев
1;24.06.2020;"39,7400";Болгарский лев
1;23.06.2020;"39,8186";Болгарский лев
1;20.06.2020;"39,8833";Болгарский лев
1;19.06.2020;"40,0034";Болгарский лев
1;18.06.2020;"40,0381";Болгарский лев
1;17.06.2020;"40,4104";Болгарский лев
1;16.06.2020;"40,4965";Болгарский лев
1;12.06.2020;"40,1895";Болгарский лев
1;11.06.2020;"39,8944";Болгарский лев
1;10.06.2020;"39,5249";Болгарский лев
1;09.06.2020;"39,4960";Болгарский лев
1;06.06.2020;"39,8120";Болгарский лев
1;05.06.2020;"39,5072";Болгарский лев
1;04.06.2020;"39,1708";Болгарский лев
1;03.06.2020;"39,3762";Болгарский лев
1;02.06.2020;"39,6809";Болгарский лев
1;30.05.2020;"40,1612";Болгарский лев
1;29.05.2020;"39,9602";Болгарский лев
1;28.05.2020;"39,8494";Болгарский лев
1;27.05.2020;"39,7857";Болгарский лев
1;26.05.2020;"39,9042";Болгарский лев
1;23.05.2020;"40,0872";Болгарский лев
1;22.05.2020;"39,7801";Болгарский лев
1;21.05.2020;"40,4734";Болгарский лев
1;20.05.2020;"40,4220";Болгарский лев
1;19.05.2020;"40,3515";Болгарский лев
1;16.05.2020;"40,4786";Болгарский лев
1;15.05.2020;"40,8768";Болгарский лев
1;14.05.2020;"40,7769";Болгарский лев
1;13.05.2020;"40,6311";Болгарский лев
1;09.05.2020;"40,8836";Болгарский лев
1;08.05.2020;"40,9327";Болгарский лев
1;07.05.2020;"40,8188";Болгарский лев
1;01.05.2020;"40,4372";Болгарский лев
1;30.04.2020;"40,9499";Болгарский лев
1;29.04.2020;"41,3752";Болгарский лев
1;28.04.2020;"41,3018";Болгарский лев
1;25.04.2020;"41,0665";Болгарский лев
1;24.04.2020;"41,4825";Болгарский лев
1;23.04.2020;"42,7534";Болгарский лев
1;22.04.2020;"42,2215";Болгарский лев
1;21.04.2020;"41,4879";Болгарский лев
1;18.04.2020;"41,0869";Болгарский лев
1;17.04.2020;"41,5643";Болгарский лев
1;16.04.2020;"41,2181";Болгарский лев
1;15.04.2020;"40,9307";Болгарский лев
1;14.04.2020;"41,0958";Болгарский лев
1;11.04.2020;"41,2757";Болгарский лев
1;10.04.2020;"41,4726";Болгарский лев
1;09.04.2020;"42,0436";Болгарский лев
1;08.04.2020;"41,9311";Болгарский лев
1;07.04.2020;"42,2257";Болгарский лев
1;28.03.2020;"43,7979";Болгарский лев
1;27.03.2020;"44,0060";Болгарский лев
1;26.03.2020;"43,0246";Болгарский лев
1;25.03.2020;"43,6451";Болгарский лев
1;24.03.2020;"44,2556";Болгарский лев
1;21.03.2020;"43,0162";Болгарский лев
1;20.03.2020;"44,5663";Болгарский лев
1;19.03.2020;"43,3149";Болгарский лев
1;18.03.2020;"42,0544";Болгарский лев
1;17.03.2020;"42,4816";Болгарский лев
1;14.03.2020;"41,8553";Болгарский лев
1;13.03.2020;"42,6523";Болгарский лев
1;12.03.2020;"41,3731";Болгарский лев
1;11.03.2020;"41,9335";Болгарский лев
1;07.03.2020;"38,8411";Болгарский лев
1;06.03.2020;"37,6417";Болгарский лев
1;05.03.2020;"37,7591";Болгарский лев
1;04.03.2020;"37,7929";Болгарский лев
1;03.03.2020;"37,6006";Болгарский лев
1;29.02.2020;"37,7626";Болгарский лев
1;28.02.2020;"36,6924";Болгарский лев
1;27.02.2020;"36,4493";Болгарский лев
1;26.02.2020;"36,0614";Болгарский лев
1;22.02.2020;"35,5057";Болгарский лев
1;21.02.2020;"35,1676";Болгарский лев
1;20.02.2020;"35,1805";Болгарский лев
1;19.02.2020;"35,3080";Болгарский лев
1;18.02.2020;"35,0856";Болгарский лев
1;15.02.2020;"35,1543";Болгарский лев
1;14.02.2020;"35,3834";Болгарский лев
1;13.02.2020;"35,2041";Болгарский лев
1;12.02.2020;"35,6699";Болгарский лев
1;11.02.2020;"35,6919";Болгарский лев
1;08.02.2020;"35,5964";Болгарский лев
1;07.02.2020;"35,3133";Болгарский лев
1;06.02.2020;"35,6816";Болгарский лев
1;05.02.2020;"35,8547";Болгарский лев
1;04.02.2020;"36,1886";Болгарский лев
1;01.02.2020;"35,5971";Болгарский лев
1;31.01.2020;"35,5052";Болгарский лев
1;30.01.2020;"35,1136";Болгарский лев
1;29.01.2020;"35,3931";Болгарский лев
1;28.01.2020;"35,1596";Болгарский лев
1;25.01.2020;"34,9269";Болгарский лев
1;24.01.2020;"35,1119";Болгарский лев
1;23.01.2020;"35,0237";Болгарский лев
1;22.01.2020;"35,0713";Болгарский лев
1;21.01.2020;"34,8621";Болгарский лев
1;18.01.2020;"35,0358";Болгарский лев
1;17.01.2020;"35,1143";Болгарский лев
1;16.01.2020;"34,9368";Болгарский лев
1;15.01.2020;"34,9718";Болгарский лев
1;14.01.2020;"34,6607";Болгарский лев
1;11.01.2020;"34,7750";Болгарский лев
1;10.01.2020;"34,7901";Болгарский лев
1;01.01.2020;"35,4720";Болгарский лев
1;31.12.2019;"35,4415";Болгарский лев
1;28.12.2019;"35,3194";Болгарский лев
1;27.12.2019;"35,0435";Болгарский лев
1;26.12.2019;"35,0045";Болгарский лев
1;25.12.2019;"35,2402";Болгарский лев
1;24.12.2019;"35,2731";Болгарский лев
1;21.12.2019;"35,4908";Болгарский лев
1;20.12.2019;"35,5719";Болгарский лев
1;19.12.2019;"35,6274";Болгарский лев
1;18.12.2019;"35,5926";Болгарский лев
1;17.12.2019;"35,7656";Болгарский лев
1;14.12.2019;"35,7352";Болгарский лев
1;13.12.2019;"35,9973";Болгарский лев
1;12.12.2019;"36,0103";Болгарский лев
1;11.12.2019;"35,9955";Болгарский лев
1;10.12.2019;"36,0514";Болгарский лев
1;07.12.2019;"36,1852";Болгарский лев
1;06.12.2019;"36,1714";Болгарский лев
1;05.12.2019;"36,3834";Болгарский лев
1;04.12.2019;"36,3482";Болгарский лев
1;03.12.2019;"36,2851";Болгарский лев
1;30.11.2019;"36,0719";Болгарский лев
1;29.11.2019;"36,0845";Болгарский лев
1;28.11.2019;"36,0102";Болгарский лев
1;27.11.2019;"36,0536";Болгарский лев
1;26.11.2019;"35,9516";Болгарский лев
1;23.11.2019;"36,0698";Болгарский лев
1;22.11.2019;"36,1614";Болгарский лев
1;21.11.2019;"36,2050";Болгарский лев
1;20.11.2019;"36,0972";Болгарский лев
1;19.11.2019;"36,0662";Болгарский лев
1;16.11.2019;"35,9953";Болгарский лев
1;15.11.2019;"36,1462";Болгарский лев
1;14.11.2019;"36,1085";Болгарский лев
1;13.11.2019;"35,9857";Болгарский лев
1;12.11.2019;"36,0149";Болгарский лев
1;09.11.2019;"35,9972";Болгарский лев
1;08.11.2019;"36,0871";Болгарский лев
1;07.11.2019;"36,0211";Болгарский лев
1;06.11.2019;"36,0162";Болгарский лев
1;02.11.2019;"36,5290";Болгарский лев
1;01.11.2019;"36,3928";Болгарский лев
1;31.10.2019;"36,3103";Болгарский лев
1;30.10.2019;"36,1716";Болгарский лев
1;29.10.2019;"36,2260";Болгарский лев
1;26.10.2019;"36,3824";Болгарский лев
1;25.10.2019;"36,3254";Болгарский лев
1;24.10.2019;"36,2808";Болгарский лев
1;23.10.2019;"36,2296";Болгарский лев
1;22.10.2019;"36,4409";Болгарский лев
1;19.10.2019;"36,3914";Болгарский лев
1;18.10.2019;"36,2441";Болгарский лев
1;17.10.2019;"36,3021";Болгарский лев
1;16.10.2019;"36,2244";Болгарский лев
1;15.10.2019;"36,2805";Болгарский лев
1;12.10.2019;"36,1437";Болгарский лев
1;11.10.2019;"36,4618";Болгарский лев
1;10.10.2019;"36,5737";Болгарский лев
1;09.10.2019;"36,4300";Болгарский лев
1;08.10.2019;"36,3496";Болгарский лев
1;05.10.2019;"36,4886";Болгарский лев
1;04.10.2019;"36,4962";Болгарский лев
1;03.10.2019;"36,5117";Болгарский лев
1;02.10.2019;"36,2329";Болгарский лев
1;01.10.2019;"36,1404";Болгарский лев
1;28.09.2019;"35,9884";Болгарский лев
1;27.09.2019;"35,9638";Болгарский лев
1;26.09.2019;"36,1008";Болгарский лев
1;25.09.2019;"35,7999";Болгарский лев
1;24.09.2019;"35,8961";Болгарский лев
1;21.09.2019;"36,0870";Болгарский лев
1;20.09.2019;"36,3070";Болгарский лев
1;19.09.2019;"36,4026";Болгарский лев
1;18.09.2019;"36,1349";Болгарский лев
1;17.09.2019;"36,0973";Болгарский лев
1;14.09.2019;"36,5193";Болгарский лев
1;13.09.2019;"36,7583";Болгарский лев
